team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ground,ground_city,ground_country,match_date
England,West Indies,149,150,10,6,away,home,West Indies,4.0,wickets,Day,England tour of West Indies,Brian Lara,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",England,bat first,Kingstown,Arnos Vale,West Indies,1998-04-05
Australia,India,222,223,9,4,away,home,India,6.0,wickets,Day,Pepsi Triangular Series,Sachin Tendulkar,India,"Green Park, Kanpur",Australia,bat first,Kanpur,Civil Lines,India,1998-04-07
Sri Lanka,Pakistan,295,300,7,6,away,away,Pakistan,4.0,wickets,Day,Standard Bank International One-Day Series,Inzamam-ul-Haq,Pakistan,Kimberley Country Club,Sri Lanka,bat first,Kimberley,Kimberley,South Africa,1998-04-07
West Indies,England,302,245,5,10,home,away,West Indies,57.0,runs,Day,England tour of West Indies,Clayton Lambert,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,bat first,Port of Spain,Port of Spain,West Indies,1998-04-08
India,Zimbabwe,301,269,3,10,home,away,India,32.0,runs,Day,Pepsi Triangular Series,Mohammad Azharuddin,India,"Barabati Stadium, Cuttack",Zimbabwe,field first,Cuttack,Cuttack,India,1998-04-09
Pakistan,Sri Lanka,249,139,10,10,away,away,Pakistan,110.0,runs,Day and night,Standard Bank International One-Day Series,Wasim Akram,Pakistan,"Boland Bank Park, Paarl",Pakistan,bat first,Paarl,Paarl,South Africa,1998-04-09
Australia,Zimbabwe,294,278,3,9,away,away,Australia,16.0,runs,Day,Pepsi Triangular Series,Ricky Ponting,Australia,"Feroz Shah Kotla, Delhi",Zimbabwe,field first,Delhi,Delhi,India,1998-04-11
Pakistan,South Africa,250,254,8,7,away,home,South Africa,3.0,wickets,Day,Standard Bank International One-Day Series,Hansie Cronje,South Africa,"Buffalo Park, East London",South Africa,field first,East London,East London,South Africa,1998-04-11
South Africa,Sri Lanka,231,232,10,4,home,away,Sri Lanka,6.0,wickets,Day,Standard Bank International One-Day Series,Arjuna Ranatunga,Sri Lanka,"Crusaders Ground, St George's Park, Port Elizabeth",South Africa,bat first,Port Elizabeth,Port Elizabeth,South Africa,1998-04-13
India,Australia,227,231,10,6,home,away,Australia,4.0,wickets,Day,Pepsi Triangular Series,Steve Waugh,Australia,"Feroz Shah Kotla, Delhi",India,bat first,Delhi,Delhi,India,1998-04-14
Sri Lanka,Pakistan,288,173,10,10,away,away,Sri Lanka,115.0,runs,Day,Standard Bank International One-Day Series,Marvan Atapattu,Sri Lanka,"Willowmoore Park, Benoni",Pakistan,field first,Benoni,Benoni,South Africa,1998-04-15
Pakistan,South Africa,145,149,10,3,away,home,South Africa,7.0,wickets,Day,Standard Bank International One-Day Series,Jacques Kallis,South Africa,Centurion Park,Pakistan,bat first,Centurion,Centurion,South Africa,1998-04-17
India,New Zealand,220,205,9,10,away,away,India,15.0,runs,Day and night,Coca-Cola Cup,Ajit Agarkar,India,Sharjah Cricket Association Stadium,India,bat first,Sharjah,Sharjah,United Arab Emirates,1998-04-17
New Zealand,Australia,159,160,10,4,away,away,Australia,6.0,wickets,Day and night,Coca-Cola Cup,Damien Fleming,Australia,Sharjah Cricket Association Stadium,New Zealand,bat first,Sharjah,Sharjah,United Arab Emirates,1998-04-18
Sri Lanka,South Africa,105,106,10,5,away,home,South Africa,5.0,wickets,Day,Standard Bank International One-Day Series,Roger Telemachus,South Africa,"Springbok Park, Bloemfontein",South Africa,field first,Bloemfontein,Bloemfontein,South Africa,1998-04-19
Australia,India,264,206,9,10,away,away,Australia,58.0,runs,Day and night,Coca-Cola Cup,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,Australia,bat first,Sharjah,Sharjah,United Arab Emirates,1998-04-19
India,New Zealand,181,183,10,6,away,away,New Zealand,4.0,wickets,Day and night,Coca-Cola Cup,Craig McMillan,New Zealand,Sharjah Cricket Association Stadium,India,bat first,Sharjah,Sharjah,United Arab Emirates,1998-04-20
New Zealand,Australia,259,261,5,5,away,away,Australia,5.0,wickets,Day and night,Coca-Cola Cup,Tom Moody,Australia,Sharjah Cricket Association Stadium,New Zealand,bat first,Sharjah,Sharjah,United Arab Emirates,1998-04-21
Australia,India,284,250,7,5,away,away,Australia,26.0,runs,Day and night,Coca-Cola Cup,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,Australia,bat first,Sharjah,Sharjah,United Arab Emirates,1998-04-22
Pakistan,South Africa,114,115,10,1,away,home,South Africa,9.0,wickets,Day,Standard Bank International One-Day Series,Lance Klusener,South Africa,"Newlands, Cape Town",South Africa,field first,Cape Town,Cape Town,South Africa,1998-04-23
Australia,India,272,275,9,4,away,away,India,6.0,wickets,Day and night,Coca-Cola Cup,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,India,field first,Sharjah,Sharjah,United Arab Emirates,1998-04-24
Bangladesh,India,184,185,9,5,away,home,India,5.0,wickets,Day and night,Coca-Cola Triangular Series,Ajay Jadeja,India,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,field first,Mohali,Mohali,India,1998-05-14
Kenya,Bangladesh,236,237,10,4,away,away,Bangladesh,6.0,wickets,Day and night,Coca-Cola Triangular Series,Mohammad Rafique,Bangladesh,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",Kenya,bat first,Hyderabad (Deccan),Hyderabad,India,1998-05-17
Kenya,India,223,224,9,6,away,home,India,4.0,wickets,Day and night,Coca-Cola Triangular Series,Gagan Khoda,India,"M Chinnaswamy Stadium, Bangalore",India,field first,Bengaluru,Bengaluru,India,1998-05-20
England,South Africa,223,224,9,7,home,away,South Africa,3.0,wickets,Day,South Africa tour of England,Jacques Kallis,South Africa,"Kennington Oval, London",South Africa,field first,The Oval,London,England,1998-05-21
Kenya,Bangladesh,226,198,8,10,away,away,Kenya,28.0,runs,Day and night,Coca-Cola Triangular Series,Steve Tikolo,Kenya,"MA Chidambaram Stadium, Chepauk, Chennai",Kenya,bat first,Chennai,Chepauk,India,1998-05-23
South Africa,England,226,194,9,10,away,home,South Africa,32.0,runs,Day,South Africa tour of England,Lance Klusener,South Africa,"Old Trafford, Manchester",England,field first,Manchester,Stretford,England,1998-05-23
South Africa,England,205,206,8,3,away,home,England,7.0,wickets,Day,South Africa tour of England,Ali Brown,England,"Headingley, Leeds",South Africa,bat first,Leeds,Leeds,England,1998-05-24
Bangladesh,India,115,116,10,5,away,home,India,5.0,wickets,Day and night,Coca-Cola Triangular Series,Anil Kumble,India,"Wankhede Stadium, Mumbai",Bangladesh,bat first,Mumbai,Mumbai,India,1998-05-25
Kenya,India,265,196,5,10,away,home,Kenya,69.0,runs,Day and night,Coca-Cola Triangular Series,Maurice Odumbe,Kenya,"Captain Roop Singh Stadium, Gwalior",Kenya,bat first,Gwalior,Gwalior,India,1998-05-28
Kenya,India,196,197,10,1,away,home,India,9.0,wickets,Day and night,Coca-Cola Triangular Series,Sachin Tendulkar,India,"Eden Gardens, Calcutta",Kenya,bat first,Kolkata,Kolkata,India,1998-05-31
Sri Lanka,India,243,246,6,2,home,away,India,8.0,wickets,Day and night,Singer-Akai Nidahas Trophy,Sourav Ganguly,India,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,Colombo (RPS),Khettarama,Sri Lanka,1998-06-19
New Zealand,Sri Lanka,200,201,9,3,away,home,Sri Lanka,7.0,wickets,Day and night,Singer-Akai Nidahas Trophy,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",New Zealand,bat first,Colombo (RPS),Khettarama,Sri Lanka,1998-06-21
Sri Lanka,India,171,163,8,10,home,away,Sri Lanka,8.0,runs,Day,Singer-Akai Nidahas Trophy,Aravinda de Silva,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",India,field first,Colombo (SSC),Colombo,Sri Lanka,1998-07-01
Sri Lanka,New Zealand,293,206,4,10,home,away,Sri Lanka,87.0,runs,Day,Singer-Akai Nidahas Trophy,Arjuna Ranatunga,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",New Zealand,field first,Colombo (SSC),Colombo,Sri Lanka,1998-07-05
India,Sri Lanka,307,301,6,10,away,home,India,6.0,runs,Day and night,Singer-Akai Nidahas Trophy,Sachin Tendulkar,India,"R Premadasa Stadium, Colombo",India,bat first,Colombo (RPS),Khettarama,Sri Lanka,1998-07-07
Sri Lanka,South Africa,258,201,10,10,away,away,Sri Lanka,57.0,runs,Day,Emirates Triangular Tournament,Pramodya Wickramasinghe,Sri Lanka,"Trent Bridge, Nottingham",South Africa,field first,Nottingham,Nottingham,England,1998-08-14
England,Sri Lanka,247,211,10,10,home,away,England,36.0,runs,Day,Emirates Triangular Tournament,Graeme Hick,England,"Lord's, London",Sri Lanka,field first,Lord's,St John's Wood Road,England,1998-08-16
South Africa,England,244,230,7,10,away,home,South Africa,14.0,runs,Day,Emirates Triangular Tournament,Pat Symcox,South Africa,"Edgbaston, Birmingham",South Africa,bat first,Birmingham,Birmingham,England,1998-08-18
England,Sri Lanka,256,260,8,5,home,away,Sri Lanka,5.0,wickets,Day,Emirates Triangular Tournament,Muthiah Muralidaran,Sri Lanka,"Lord's, London",England,bat first,Lord's,St John's Wood Road,England,1998-08-20
Pakistan,India,189,193,9,4,away,away,India,6.0,wickets,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",India,field first,Toronto,Toronto,Canada,1998-09-12
Pakistan,India,246,195,9,10,away,away,Pakistan,51.0,runs,Day,Pakistan tour of Canada,Moin Khan,Pakistan,"Toronto Cricket, Skating and Curling Club",India,field first,Toronto,Toronto,Canada,1998-09-13
Pakistan,India,257,180,5,10,away,away,Pakistan,77.0,runs,Day,Pakistan tour of Canada,Inzamam-ul-Haq,Pakistan,"Toronto Cricket, Skating and Curling Club",India,field first,Toronto,Toronto,Canada,1998-09-16
Pakistan,India,316,182,6,10,away,away,Pakistan,134.0,runs,Day,Pakistan tour of Canada,Shahid Afridi,Pakistan,"Toronto Cricket, Skating and Curling Club",India,field first,Toronto,Toronto,Canada,1998-09-19
India,Pakistan,256,258,9,5,away,away,Pakistan,5.0,wickets,Day,Pakistan tour of Canada,Aamer Sohail,Pakistan,"Toronto Cricket, Skating and Curling Club",India,bat first,Toronto,Toronto,Canada,1998-09-20
Zimbabwe,India,213,216,10,2,home,away,India,8.0,wickets,Day,India tour of Zimbabwe,Sachin Tendulkar,India,"Queens Sports Club, Bulawayo",India,field first,Bulawayo,Bulawayo,Zimbabwe,1998-09-26
Zimbabwe,India,235,236,7,2,home,away,India,8.0,wickets,Day,India tour of Zimbabwe,Sourav Ganguly,India,"Queens Sports Club, Bulawayo",India,field first,Bulawayo,Bulawayo,Zimbabwe,1998-09-27
Zimbabwe,India,259,222,5,10,home,away,Zimbabwe,37.0,runs,Day,India tour of Zimbabwe,Craig Wishart,Zimbabwe,Harare Sports Club,India,field first,Harare,Harare,Zimbabwe,1998-09-30
Zimbabwe,New Zealand,258,260,7,5,away,away,New Zealand,5.0,wickets,Day and night,Wills International Cup,Stephen Fleming,New Zealand,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,Dhaka,Dhaka,Bangladesh,1998-10-24
England,South Africa,281,283,7,4,away,away,South Africa,6.0,wickets,Day and night,Wills International Cup,Daryll Cullinan,South Africa,"Bangabandhu National Stadium, Dhaka",England,bat first,Dhaka,Dhaka,Bangladesh,1998-10-25
New Zealand,Sri Lanka,188,191,10,5,away,away,Sri Lanka,5.0,wickets,Day and night,Wills International Cup,Arjuna Ranatunga,Sri Lanka,"Bangabandhu National Stadium, Dhaka",Sri Lanka,field first,Dhaka,Dhaka,Bangladesh,1998-10-26
India,Australia,307,263,8,10,away,away,India,44.0,runs,Day and night,Wills International Cup,Sachin Tendulkar,India,"Bangabandhu National Stadium, Dhaka",Australia,field first,Dhaka,Dhaka,Bangladesh,1998-10-28
West Indies,Pakistan,289,259,9,9,away,away,West Indies,30.0,runs,Day and night,Wills International Cup,Keith Arthurton,West Indies,"Bangabandhu National Stadium, Dhaka",West Indies,bat first,Dhaka,Dhaka,Bangladesh,1998-10-29
South Africa,Sri Lanka,240,132,7,10,away,away,South Africa,92.0,runs,Day and night,Wills International Cup,Jacques Kallis,South Africa,"Bangabandhu National Stadium, Dhaka",Sri Lanka,field first,Dhaka,Dhaka,Bangladesh,1998-10-30
India,West Indies,242,245,6,4,away,away,West Indies,6.0,wickets,Day and night,Wills International Cup,Mervyn Dillon,West Indies,"Bangabandhu National Stadium, Dhaka",India,bat first,Dhaka,Dhaka,Bangladesh,1998-10-31
West Indies,South Africa,245,248,10,6,away,away,South Africa,4.0,wickets,Day and night,Wills International Cup,Jacques Kallis,South Africa,"Bangabandhu National Stadium, Dhaka",South Africa,field first,Dhaka,Dhaka,Bangladesh,1998-11-01
Australia,Pakistan,324,238,8,10,away,home,Australia,86.0,runs,Day,Australia tour of Pakistan,Darren Lehmann,Australia,"National Stadium, Karachi",Pakistan,field first,Karachi,Karachi,Pakistan,1998-11-06
Sri Lanka,India,245,248,7,7,away,away,India,3.0,wickets,Day and night,Coca-Cola Champions Trophy,Mohammad Azharuddin,India,Sharjah Cricket Association Stadium,India,field first,Sharjah,Sharjah,United Arab Emirates,1998-11-06
Sri Lanka,Zimbabwe,196,197,10,3,away,away,Zimbabwe,7.0,wickets,Day and night,Coca-Cola Champions Trophy,Eddo Brandes,Zimbabwe,Sharjah Cricket Association Stadium,Zimbabwe,field first,Sharjah,Sharjah,United Arab Emirates,1998-11-07
Pakistan,Australia,217,220,7,5,home,away,Australia,5.0,wickets,Day,Australia tour of Pakistan,Brendon Julian,Australia,"Arbab Niaz Stadium, Peshawar",Pakistan,bat first,Peshawar,Peshawar,Pakistan,1998-11-08
Zimbabwe,India,196,197,10,3,away,away,India,7.0,wickets,Day and night,Coca-Cola Champions Trophy,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,India,field first,Sharjah,Sharjah,United Arab Emirates,1998-11-08
India,Sri Lanka,179,98,10,10,away,away,India,81.0,runs,Day and night,Coca-Cola Champions Trophy,Ajit Agarkar,India,Sharjah Cricket Association Stadium,Sri Lanka,field first,Sharjah,Sharjah,United Arab Emirates,1998-11-09
Pakistan,Australia,315,316,8,4,home,away,Australia,6.0,wickets,Day,Australia tour of Pakistan,Ricky Ponting,Australia,"Gaddafi Stadium, Lahore",Pakistan,bat first,Lahore,Lahore,Pakistan,1998-11-10
Zimbabwe,Sri Lanka,259,235,7,10,away,away,Zimbabwe,24.0,runs,Day and night,Coca-Cola Champions Trophy,Paul Strang,Zimbabwe,Sharjah Cricket Association Stadium,Sri Lanka,field first,Sharjah,Sharjah,United Arab Emirates,1998-11-10
Zimbabwe,India,205,192,7,10,away,away,Zimbabwe,13.0,runs,Day and night,Coca-Cola Champions Trophy,Henry Olonga,Zimbabwe,Sharjah Cricket Association Stadium,India,field first,Sharjah,Sharjah,United Arab Emirates,1998-11-11
Zimbabwe,India,196,197,9,0,away,away,India,10.0,wickets,Day and night,Coca-Cola Champions Trophy,Sachin Tendulkar,India,Sharjah Cricket Association Stadium,India,field first,Sharjah,Sharjah,United Arab Emirates,1998-11-13
Zimbabwe,Pakistan,237,241,10,6,away,home,Pakistan,4.0,wickets,Day,Zimbabwe tour of Pakistan,Aamer Sohail,Pakistan,"Jinnah Stadium, Gujranwala",Pakistan,field first,Gujranwala,Gujranwala,Pakistan,1998-11-20
Pakistan,Zimbabwe,211,212,10,4,home,away,Zimbabwe,6.0,wickets,Day,Zimbabwe tour of Pakistan,Neil Johnson,Zimbabwe,Sheikhupura Stadium,Zimbabwe,field first,Sheikhupura,Sheikhupura,Pakistan,1998-11-22
Pakistan,Zimbabwe,302,191,6,10,home,away,Pakistan,111.0,runs,Day,Zimbabwe tour of Pakistan,Ijaz Ahmed,Pakistan,Rawalpindi Cricket Stadium,Zimbabwe,field first,Rawalpindi,Rawalpindi,Pakistan,1998-11-24
India,New Zealand,257,200,5,5,away,home,New Zealand,5.0,wickets,Day and night,India tour of New Zealand,Rahul Dravid,India,"Owen Delany Park, Taupo",India,bat first,Taupo,Taupo,New Zealand,1999-01-09
England,Australia,178,145,8,9,away,home,England,7.0,runs,Day and night,Carlton & United Series,Alan Mullally,England,"Brisbane Cricket Ground, Woolloongabba, Brisbane",England,bat first,Brisbane,Woolloongabba,Australia,1999-01-10
Sri Lanka,England,207,208,7,6,away,away,England,4.0,wickets,Day and night,Carlton & United Series,Neil Fairbrother,England,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sri Lanka,bat first,Brisbane,Woolloongabba,Australia,1999-01-11
New Zealand,India,213,214,10,8,home,away,India,2.0,wickets,Day and night,India tour of New Zealand,Matt Horne,New Zealand,"McLean Park, Napier",India,field first,Napier,Napier,New Zealand,1999-01-12
Sri Lanka,Australia,259,260,9,2,away,home,Australia,8.0,wickets,Day and night,Carlton & United Series,Adam Gilchrist,Australia,Sydney Cricket Ground,Sri Lanka,bat first,Sydney,Moore Park,Australia,1999-01-13
England,Australia,178,182,10,1,away,home,Australia,9.0,wickets,Day and night,Carlton & United Series,Mark Waugh,Australia,Melbourne Cricket Ground,England,bat first,Melbourne,Jolimont,Australia,1999-01-15
New Zealand,India,207,208,7,5,home,away,India,5.0,wickets,Day,India tour of New Zealand,Rahul Dravid,India,"Eden Park, Auckland",India,field first,Auckland,Auckland,New Zealand,1999-01-16
England,Australia,282,275,4,6,away,home,England,7.0,runs,Day and night,Carlton & United Series,Graeme Hick,England,Sydney Cricket Ground,England,bat first,Sydney,Moore Park,Australia,1999-01-17
New Zealand,India,300,230,8,10,home,away,New Zealand,70.0,runs,Day and night,India tour of New Zealand,Chris Cairns,New Zealand,"Jade Stadium, Christchurch",India,field first,Christchurch,Christchurch,New Zealand,1999-01-19
Sri Lanka,England,186,189,10,3,away,away,England,7.0,wickets,Day and night,Carlton & United Series,Darren Gough,England,Melbourne Cricket Ground,Sri Lanka,bat first,Melbourne,Jolimont,Australia,1999-01-19
Australia,Sri Lanka,210,211,9,7,home,away,Sri Lanka,3.0,wickets,Day,Carlton & United Series,Marvan Atapattu,Sri Lanka,"Bellerive Oval, Hobart",Sri Lanka,field first,Hobart,Bellerive,Australia,1999-01-21
West Indies,South Africa,154,160,4,8,away,home,South Africa,2.0,wickets,Day and night,West Indies tour of South Africa,Carl Hooper,West Indies,"New Wanderers Stadium, Johannesburg",South Africa,field first,Johannesburg,Johannesburg,South Africa,1999-01-22
England,Sri Lanka,302,303,3,9,away,away,Sri Lanka,1.0,wicket,Day and night,Carlton & United Series,Mahela Jayawardene,Sri Lanka,Adelaide Oval,Sri Lanka,field first,Adelaide,North Adelaide,Australia,1999-01-23
Australia,Sri Lanka,270,190,10,10,home,away,Australia,80.0,runs,Day and night,Carlton & United Series,Glenn McGrath,Australia,Adelaide Oval,Sri Lanka,field first,Adelaide,North Adelaide,Australia,1999-01-24
West Indies,South Africa,292,249,9,10,away,home,West Indies,43.0,runs,Day,West Indies tour of South Africa,Shivnarine Chanderpaul,West Indies,"Buffalo Park, East London",South Africa,field first,East London,East London,South Africa,1999-01-24
Australia,England,239,223,8,10,home,away,Australia,16.0,runs,Day and night,Carlton & United Series,Graeme Hick,England,Adelaide Oval,Australia,bat first,Adelaide,North Adelaide,Australia,1999-01-26
South Africa,West Indies,274,219,9,10,home,away,South Africa,55.0,runs,Day and night,West Indies tour of South Africa,Hansie Cronje,South Africa,"Kingsmead, Durban",South Africa,bat first,Durban,Durban,South Africa,1999-01-27
England,Sri Lanka,227,99,7,10,away,away,England,128.0,runs,Day and night,Carlton & United Series,Mark Ealham,England,"Western Australia Cricket Association Ground, Perth",Sri Lanka,field first,Perth,East Perth,Australia,1999-01-29
South Africa,West Indies,278,179,6,10,home,away,South Africa,99.0,runs,Day,West Indies tour of South Africa,Herschelle Gibbs,South Africa,"Crusaders Ground, St George's Park, Port Elizabeth",West Indies,field first,Port Elizabeth,Port Elizabeth,South Africa,1999-01-30
Australia,Sri Lanka,274,229,7,10,home,away,Australia,45.0,runs,Day,Carlton & United Series,Ricky Ponting,Australia,"Western Australia Cricket Association Ground, Perth",Sri Lanka,field first,Perth,East Perth,Australia,1999-01-31
South Africa,West Indies,221,132,8,10,home,away,South Africa,89.0,runs,Day and night,West Indies tour of South Africa,Lance Klusener,South Africa,"Newlands, Cape Town",South Africa,bat first,Cape Town,Cape Town,South Africa,1999-02-02
